Time,L_FTC,,,L_FCC,,,L_FM1,,,L_FM2,,,L_FM5,,,R_FTC,,,R_FCC,,,R_FM1,,,R_FM2,,,R_FM5,,,L_knee,,,R_knee,,,L_ankle,,,R_ankle,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.6,875.937,64.6526,893.453,1068.4,224.355,31.9375,862.41,233.091,19.351,863.239,171.015,36.5222,922.867,124.543,24.6582,876.329,411.535,904.891,712.935,303.613,38.6616,512.438,312.542,63.5833,524.541,363.416,68.1207,577.853,405.329,45.159,893.812,168.737,474.29,681.627,337.706,503.297,1000.01,224.502,84.6865,659.809,318.523,103.246
0.61,868.888,64.6575,892.449,1068.29,224.997,32.7799,862.35,233.055,19.3121,863.255,171.018,36.4629,923.058,124.725,24.7116,867.317,411.386,903.202,685.522,303.563,35.7528,486.249,311.423,68.4763,498.13,362.323,72.3983,550.156,404.644,47.2686,889.507,168.88,473.656,674.529,336.491,501.132,999.515,224.953,85.1422,635.16,318.445,102.328
0.62,861.798,64.7034,891.424,1068.15,225.732,33.736,862.277,233.02,19.2692,863.287,171.03,36.3942,923.277,124.958,24.7858,858.215,411.27,901.408,659.269,303.408,33.604,461.388,310.375,73.6865,473.059,361.293,76.9896,523.812,403.961,49.8225,884.997,169.039,473.01,667.557,335.377,498.885,998.968,225.453,85.6643,611.576,318.32,101.973
0.63,854.665,64.7974,890.389,1067.97,226.537,34.8166,862.197,232.991,19.226,863.331,171.05,36.3185,923.518,125.239,24.8792,849.036,411.198,899.533,634.391,303.142,32.0964,437.995,309.416,79.011,449.48,360.344,81.7064,499.008,403.291,52.658,880.266,169.21,472.352,660.634,334.369,496.612,998.366,225.985,86.257,589.22,318.134,102.068
0.64,847.483,64.9452,889.355,1067.77,227.378,36.0328,862.115,232.969,19.1875,863.386,171.076,36.2393,923.767,125.558,24.9884,839.788,411.177,897.609,611.094,302.758,31.0947,416.198,308.554,84.2216,427.528,359.484,86.3381,475.921,402.638,55.5913,875.305,169.387,471.681,653.679,333.469,494.367,997.71,226.526,86.9249,568.248,317.872,102.48
0.65,840.242,65.1507,888.335,1067.53,228.211,37.396,862.04,232.959,19.1598,863.447,171.104,36.1613,924.014,125.901,25.1095,830.477,411.217,895.672,589.569,302.25,30.4562,396.105,307.786,89.0766,407.322,358.707,90.6629,454.704,401.998,58.4283,870.108,169.563,471.001,646.617,332.673,492.197,997.004,227.044,87.6734,548.8,317.516,103.067
0.66,832.929,65.4169,887.341,1067.26,228.99,38.9181,861.98,232.961,19.1501,863.512,171.132,36.0902,924.244,126.252,25.2388,821.102,411.323,893.761,569.98,301.617,30.0405,377.801,307.093,93.3362,388.949,358,94.4613,435.484,401.358,60.9772,864.676,169.729,470.314,639.376,331.976,490.145,996.255,227.505,88.509,530.997,317.051,103.681
0.67,825.521,65.7454,886.382,1066.98,229.663,40.6117,861.944,232.973,19.1661,863.576,171.154,36.0318,924.444,126.59,25.3732,811.66,411.504,891.918,552.454,300.866,29.7205,361.34,306.451,96.7787,372.465,357.338,97.531,418.343,400.701,63.0616,859.014,169.882,469.626,631.9,331.368,488.247,995.468,227.877,89.4405,514.926,316.464,104.188
0.68,817.993,66.1369,885.466,1066.67,230.183,42.4905,861.937,232.991,19.2152,863.635,171.165,35.9917,924.603,126.896,25.5112,802.14,411.763,890.185,537.074,300.012,29.3912,346.74,305.826,99.2164,357.886,356.691,99.7007,403.318,400.006,64.5334,853.132,170.017,468.946,624.149,330.836,486.529,994.65,228.125,90.4791,500.636,315.748,104.469
0.69,810.312,66.5916,884.596,1066.35,230.506,44.5693,861.965,233.009,19.303,863.684,171.161,35.9744,924.712,127.151,25.6533,792.528,412.109,888.603,523.869,299.082,28.978,333.98,305.178,100.51,345.181,356.023,100.843,390.388,399.25,65.2834,847.041,170.137,468.284,616.102,330.371,485.011,993.806,228.223,91.6392,488.131,314.907,104.439
0.7,802.445,67.1097,883.776,1066.03,230.6,46.8648,862.029,233.019,19.4326,863.719,171.137,35.9826,924.765,127.339,25.8017,782.81,412.546,887.211,512.806,298.112,28.4405,323,304.469,100.582,334.276,355.299,100.884,379.477,398.414,65.2486,840.752,170.246,467.655,607.759,329.965,483.708,992.935,228.148,92.9384,477.364,313.952,104.045
0.71,794.352,67.6914,883.004,1065.69,230.442,49.3961,862.13,233.013,19.6029,863.736,171.087,36.0164,924.759,127.45,25.9605,772.97,413.08,886.046,503.793,297.146,27.7742,313.696,303.664,99.4188,325.051,354.488,99.8091,370.449,397.487,64.4162,834.271,170.353,467.075,599.141,329.613,482.63,992.03,227.889,94.3979,468.242,312.908,103.276
0.72,785.996,68.3367,882.281,1065.33,230.027,52.1846,862.264,232.983,19.8082,863.731,171.008,36.0724,924.694,127.478,26.1348,762.996,413.715,885.139,496.679,296.231,27.0064,305.931,302.733,97.0787,317.345,353.562,97.6648,363.119,396.466,62.8231,827.598,170.468,466.56,590.285,329.316,481.785,991.079,227.439,96.0415,460.622,311.808,102.159
0.73,777.342,69.046,881.604,1064.95,229.364,55.2549,862.424,232.921,20.0366,863.704,170.895,36.1435,924.575,127.422,26.33,752.883,414.456,884.52,491.26,295.416,26.1898,299.539,301.659,93.682,310.97,352.508,94.5544,357.266,395.36,60.5506,820.72,170.602,466.127,581.24,329.081,481.177,990.058,226.801,97.8956,454.327,310.696,100.754
0.74,768.361,69.8197,880.977,1064.5,228.475,58.6344,862.602,232.823,20.2709,863.653,170.745,36.2191,924.405,127.29,26.5511,742.63,415.303,884.211,487.296,294.745,25.3923,294.337,300.437,89.4032,305.721,351.322,90.6298,352.642,394.192,57.7171,813.612,170.758,465.789,572.061,328.92,480.81,988.933,225.987,99.9875,449.156,309.618,99.1462
0.75,759.03,70.6583,880.405,1063.95,227.403,62.3534,862.787,232.69,20.4891,863.582,170.554,36.2852,924.189,127.093,26.8025,732.246,416.254,884.229,484.522,294.254,24.6854,290.133,299.077,84.4556,301.387,350.014,86.0797,348.998,392.997,54.4665,806.233,170.936,465.557,562.803,328.848,480.684,987.659,225.013,102.344,444.895,308.622,97.4356
0.76,749.34,71.5625,879.895,1063.25,226.201,66.4439,862.966,232.524,20.6663,863.492,170.322,36.3261,923.931,126.849,27.0878,721.75,417.305,884.579,482.672,293.969,24.1332,286.743,297.6,79.0727,297.772,348.609,81.1142,346.095,391.821,50.9564,798.525,171.125,465.434,553.519,328.882,480.794,986.18,223.898,104.988,441.342,307.752,95.7227
0.77,739.29,72.534,879.463,1062.33,224.934,70.9387,863.125,232.336,20.7777,863.387,170.049,36.326,923.631,126.582,27.411,711.164,418.451,885.255,481.49,293.899,23.7828,283.998,296.04,73.4888,294.698,347.142,75.9489,343.725,390.716,47.3457,790.414,171.302,465.417,544.254,329.037,481.131,984.427,222.667,107.94,438.31,307.043,94.0989
0.78,728.897,73.5757,879.122,1061.08,223.675,75.8702,863.25,232.14,20.8027,863.269,169.741,36.2721,923.285,126.32,27.7787,700.515,419.682,886.24,480.751,294.04,23.6587,281.752,294.438,67.9207,292.023,345.654,70.7892,341.72,389.734,43.7838,781.815,171.433,465.49,535.044,329.321,481.676,982.322,221.344,111.213,435.648,306.514,92.6375
0.79,718.19,74.6921,878.888,1059.41,222.498,81.2682,863.322,231.955,20.7296,863.141,169.408,36.157,922.882,126.091,28.2025,689.83,420.994,887.498,480.27,294.371,23.7606,279.885,292.836,62.5527,289.638,344.192,65.8168,339.958,388.921,40.4015,772.635,171.476,465.632,525.92,329.738,482.402,979.778,219.953,114.811,433.241,306.169,91.3878
0.8,707.214,75.8899,878.777,1057.21,221.478,87.1586,863.326,231.803,20.561,862.997,169.064,35.9827,922.406,125.929,28.703,679.135,422.38,888.984,479.905,294.86,24.0656,278.308,291.274,57.5268,287.467,342.799,61.1801,338.365,388.313,37.3052,762.78,171.379,465.81,516.91,330.282,483.273,976.703,218.519,118.735,431.012,305.993,90.3738
0.81,696.025,77.1771,878.795,1054.35,220.681,93.5621,863.241,231.709,20.3179,862.828,168.73,35.763,921.831,125.863,29.3129,668.451,423.839,890.64,479.561,295.462,24.5328,276.954,289.787,52.9388,285.468,341.51,56.9883,336.902,387.926,34.5733,752.161,171.093,465.985,508.04,330.936,484.244,973.004,217.064,122.972,428.919,305.958,89.5961
0.82,684.693,78.5626,878.947,1050.69,220.158,100.493,863.046,231.696,20.0436,862.618,168.429,35.5267,921.122,125.924,30.0811,657.796,425.372,892.402,479.185,296.127,25.1105,275.776,288.398,48.84,283.618,340.354,53.31,335.562,387.759,32.2555,740.701,170.57,466.115,499.34,331.677,485.267,968.59,215.611,127.509,426.947,306.02,89.0353
0.83,673.292,80.0538,879.226,1046.13,219.949,107.959,862.714,231.781,19.8047,862.341,168.185,35.3185,920.239,126.134,31.0739,647.185,426.983,894.204,478.756,296.806,25.7437,274.743,287.12,45.2431,281.913,339.345,50.1749,334.356,387.789,30.3729,728.344,169.774,466.161,490.839,332.476,486.292,963.377,214.182,132.324,425.101,306.132,88.6585
0.84,661.903,81.6553,879.617,1040.56,220.071,115.959,862.215,231.977,19.6894,861.961,168.021,35.1984,919.132,126.512,32.3756,636.628,428.674,895.987,478.279,297.452,26.3801,273.837,285.955,42.1313,280.355,338.487,47.5786,333.3,387.979,28.9207,715.061,168.685,466.087,482.57,333.302,487.272,957.296,212.799,137.397,423.393,306.247,88.4249
0.85,650.6,83.3658,880.1,1033.87,220.525,124.484,861.51,232.281,19.8025,861.433,167.956,35.2396,917.746,127.063,34.0857,626.139,430.447,897.7,477.774,298.027,26.9757,273.043,284.9,39.4681,278.953,337.771,45.4887,332.409,388.28,27.8706,700.85,167.3,465.872,474.561,334.125,488.167,950.29,211.486,142.704,421.842,306.323,88.2917
0.86,639.456,85.177,880.647,1026.01,221.295,133.514,860.553,232.68,20.257,860.7,167.999,35.5239,916.021,127.786,36.3129,615.731,432.294,899.302,477.27,298.504,27.4982,272.353,283.944,37.2067,277.712,337.187,43.8521,331.692,388.641,27.1758,685.741,165.639,465.51,466.836,334.917,488.948,942.324,210.27,148.222,420.462,306.331,88.2192
0.87,628.527,87.0724,881.231,1016.92,222.356,143.014,859.282,233.145,21.1624,859.694,168.145,36.1349,913.893,128.666,39.1668,605.42,434.205,900.77,476.795,298.869,27.9277,271.762,283.081,35.2979,276.635,336.717,42.6034,331.147,389.015,26.7758,669.792,163.738,465.013,459.409,335.662,489.594,933.38,209.177,153.93,419.26,306.254,88.1735
0.88,617.855,89.0275,881.825,1006.58,223.674,152.933,857.627,233.632,22.6126,858.338,168.38,37.1504,911.293,129.678,42.7461,595.223,436.161,902.089,476.373,299.119,28.2566,271.262,282.304,33.6961,275.72,336.347,41.6717,330.764,389.363,26.6022,653.088,161.651,464.414,452.283,336.346,490.099,923.46,208.236,159.806,418.237,306.093,88.1295
0.89,607.464,91.011,882.408,995.004,225.215,163.202,855.498,234.089,24.6723,856.537,168.671,38.6341,908.146,130.787,47.126,585.161,438.136,903.26,476.021,299.261,28.4876,270.848,281.612,32.3617,274.96,336.063,40.9875,330.523,389.661,26.5854,635.732,159.442,463.762,445.452,336.968,490.463,912.582,207.474,165.826,417.382,305.857,88.0707
0.9,597.356,92.9875,882.963,982.226,226.947,173.723,852.787,234.457,27.3678,854.186,168.978,40.6276,904.368,131.952,52.3446,575.252,440.101,904.288,475.745,299.313,28.6315,270.515,281.006,31.2622,274.346,335.856,40.4871,330.399,389.897,26.6599,617.842,157.177,463.12,438.899,337.53,490.698,900.778,206.917,171.959,416.682,305.568,87.9891
0.91,587.515,94.9198,883.486,968.303,228.842,184.375,849.369,234.677,30.6801,851.16,169.252,43.1447,899.86,133.126,58.3908,565.516,442.025,905.188,475.546,299.294,28.7039,270.254,280.491,30.3713,273.863,335.716,40.1165,330.365,390.072,26.7694,599.542,154.923,462.557,432.605,338.04,490.819,888.09,206.584,178.168,416.115,305.251,87.8835
0.92,577.911,96.7723,883.978,953.322,230.874,195.008,845.098,234.697,34.5438,847.311,169.44,46.1673,894.511,134.262,65.1961,555.967,443.879,905.973,475.415,299.225,28.7227,270.058,280.069,29.6665,273.494,335.638,39.8326,330.394,390.194,26.8699,580.952,152.741,462.144,426.547,338.508,490.844,874.568,206.488,184.403,415.657,304.932,87.7577
0.93,568.501,98.5139,884.45,937.393,233.013,205.449,839.808,234.479,38.8515,842.47,169.496,49.6451,888.188,135.31,72.6305,546.616,445.635,906.662,475.338,299.128,28.7062,269.918,279.744,29.1273,273.221,335.615,39.6035,330.46,390.278,26.9316,562.189,150.678,461.946,420.71,338.945,490.793,860.267,206.631,190.603,415.285,304.634,87.6183
0.94,559.236,100.12,884.917,920.647,235.226,215.503,833.318,234.004,43.4625,836.444,169.383,53.4976,880.743,136.229,80.5056,537.468,447.274,907.269,475.302,299.019,28.6711,269.824,279.513,28.7335,273.026,335.642,39.4076,330.544,390.34,26.9387,543.354,148.773,462.014,415.083,339.359,490.684,845.243,207.002,196.695,414.976,304.373,87.4733
0.95,550.068,101.575,885.402,903.236,237.466,224.964,825.437,233.274,48.2146,829.022,169.078,57.6185,872.01,136.98,88.5828,528.525,448.783,907.808,475.29,298.909,28.632,269.766,279.369,28.4644,272.89,335.71,39.2315,330.629,390.395,26.8878,524.536,147.051,462.387,409.667,339.759,490.532,829.558,207.581,202.596,414.71,304.158,87.3302
0.96,540.953,102.871,885.926,885.322,239.674,233.626,815.974,232.313,52.9374,819.987,168.577,61.8822,861.822,137.533,96.5888,519.784,450.157,908.291,475.288,298.807,28.6008,269.733,279.305,28.2983,272.796,335.811,39.0687,330.704,390.455,26.7852,505.808,145.53,463.086,404.47,340.15,490.35,813.272,208.334,208.215,414.471,303.993,87.1957
0.97,531.855,104.008,886.513,867.071,241.777,241.294,804.747,231.162,57.4651,809.127,167.895,66.1509,850.017,137.866,104.234,511.24,451.397,908.726,475.287,298.714,28.5869,269.715,279.307,28.2135,272.73,335.936,38.917,330.764,390.527,26.6437,487.226,144.218,464.116,399.505,340.536,490.148,796.445,209.219,213.46,414.249,303.872,87.0747
0.98,522.75,104.997,887.18,848.637,243.697,247.796,791.603,229.877,61.6477,796.259,167.061,70.2831,836.456,137.968,111.233,502.884,452.509,909.121,475.279,298.632,28.5976,269.703,279.361,28.1891,272.682,336.076,38.7764,330.808,390.616,26.4792,468.832,143.12,465.466,394.787,340.921,489.933,779.133,210.188,218.235,414.036,303.788,86.9706
0.99,513.628,105.849,887.945,830.148,245.35,252.988,776.425,228.521,65.3591,781.244,166.119,74.1414,821.039,137.839,117.33,494.709,453.505,909.484,475.265,298.559,28.6384,269.69,279.452,28.2063,272.641,336.222,38.6485,330.836,390.723,26.3076,450.658,142.24,467.116,390.331,341.31,489.709,761.387,211.188,222.448,413.827,303.732,86.8853
1,504.487,106.584,888.815,811.701,246.664,256.766,759.149,227.153,68.5013,764.01,165.113,77.6005,803.718,137.488,122.311,486.704,454.395,909.82,475.246,298.493,28.7137,269.671,279.567,28.2489,272.604,336.369,38.5345,330.854,390.846,26.1426,432.724,141.579,469.035,386.145,341.706,489.481,743.244,212.169,226.014,413.623,303.693,86.8199
1.01,495.335,107.22,889.793,793.343,247.58,259.066,739.772,225.826,71.0067,744.559,164.087,80.5544,784.506,136.934,126.024,478.861,455.19,910.134,475.228,298.433,28.827,269.642,279.694,28.3043,272.565,336.513,38.4353,330.867,390.982,25.9939,415.047,141.138,471.19,382.228,342.116,489.25,724.733,213.081,228.854,413.423,303.664,86.7743
1.02,486.187,107.776,890.876,775.075,248.067,259.861,718.354,224.573,72.8359,722.976,163.076,82.9213,763.481,136.205,128.385,471.172,455.901,910.431,475.219,298.377,28.9803,269.602,279.824,28.3636,272.526,336.651,38.3507,330.879,391.127,25.8674,397.636,140.919,473.542,378.571,342.543,489.017,705.866,213.883,230.896,413.229,303.637,86.7481
1.03,477.06,108.272,892.051,756.85,248.119,259.164,695.02,223.41,73.9756,699.421,162.101,84.6473,740.776,135.331,129.382,463.628,456.534,910.713,475.226,298.326,29.1746,269.552,279.95,28.421,272.486,336.783,38.2799,330.894,391.278,25.7645,380.502,140.923,476.056,375.155,342.99,488.783,686.641,214.544,232.082,413.041,303.609,86.7404
1.04,467.972,108.722,893.302,738.578,247.762,257.015,669.945,222.332,74.4339,674.12,161.165,85.7075,716.577,134.343,129.065,456.221,457.094,910.981,475.257,298.28,29.409,269.491,280.069,28.4736,272.445,336.91,38.2213,330.916,391.429,25.6837,363.654,141.147,478.694,371.954,343.46,488.548,667.046,215.043,232.365,412.859,303.578,86.7502
1.05,458.939,109.141,894.603,720.144,247.047,253.483,643.346,221.311,74.237,647.343,160.254,86.1052,691.098,133.268,127.543,448.94,457.586,911.234,475.314,298.237,29.6799,269.425,280.177,28.5205,272.407,337.034,38.1731,330.946,391.578,25.6211,347.099,141.586,481.422,368.935,343.949,488.312,647.056,215.371,231.712,412.681,303.542,86.7763
1.06,449.974,109.538,895.927,701.414,246.049,248.65,615.461,220.308,73.4258,619.379,159.341,85.8689,664.568,132.128,124.964,441.774,458.009,911.467,475.395,298.195,29.9813,269.354,280.274,28.5619,272.372,337.155,38.1333,330.982,391.72,25.5719,330.848,142.231,484.204,366.066,344.455,488.074,626.642,215.532,230.11,412.505,303.501,86.8171
1.07,441.086,109.92,897.242,682.257,244.851,242.612,586.535,219.274,72.0518,590.517,158.389,85.0476,637.211,130.937,121.5,434.71,458.367,911.673,475.497,298.152,30.3039,269.282,280.36,28.5982,272.341,337.275,38.1004,331.022,391.851,25.5311,314.909,143.068,487.008,363.316,344.968,487.833,605.774,215.537,227.566,412.326,303.456,86.8712
1.08,432.283,110.288,898.517,662.55,243.543,235.475,556.8,218.156,70.1755,561.019,157.359,83.7057,609.232,129.701,117.335,427.734,458.66,911.845,475.608,298.102,30.6363,269.212,280.434,28.6299,272.315,337.395,38.073,331.062,391.967,25.4945,299.291,144.078,489.804,360.655,345.48,487.588,584.424,215.408,224.104,412.143,303.406,86.9368
1.09,423.567,110.644,899.719,642.192,242.207,227.346,526.464,216.912,67.8631,531.109,156.215,81.9159,580.803,128.421,112.644,420.831,458.892,911.972,475.717,298.039,30.9649,269.147,280.497,28.6569,272.293,337.515,38.05,331.098,392.064,25.459,284.004,145.24,492.56,358.061,345.98,487.34,562.571,215.17,219.771,411.952,303.352,87.0121
1.1,414.942,110.985,900.817,621.109,240.911,218.334,495.701,215.509,65.185,500.959,154.93,79.7539,552.055,127.095,107.582,413.986,459.067,912.044,475.808,297.957,31.2762,269.087,280.551,28.6786,272.275,337.632,38.0306,331.125,392.138,25.4229,269.053,146.527,495.247,355.516,346.457,487.085,540.202,214.851,214.632,411.752,303.293,87.095
1.11,406.411,111.307,901.784,599.25,239.707,208.554,464.646,213.937,62.2136,470.689,153.493,77.293,523.08,125.72,102.281,407.185,459.189,912.051,475.868,297.85,31.5579,269.035,280.596,28.6939,272.26,337.745,38.0142,331.14,392.188,25.3856,254.448,147.91,497.838,353.009,346.9,486.824,517.312,214.478,208.767,411.545,303.227,87.1832
1.12,397.976,111.607,902.597,576.594,238.622,198.117,433.397,212.203,59.0224,440.368,151.911,74.6006,493.928,124.299,96.8404,400.412,459.266,911.988,475.886,297.715,31.8005,268.99,280.634,28.7015,272.248,337.852,38.0002,331.14,392.211,25.3478,240.196,149.363,500.303,350.532,347.302,486.554,493.907,214.072,202.268,411.331,303.156,87.2744
1.13,389.641,111.881,903.238,553.138,237.665,187.139,402.017,210.339,55.6855,410.021,150.211,71.7372,464.616,122.839,91.3298,393.656,459.305,911.849,475.855,297.549,31.9993,268.952,280.665,28.7003,272.238,337.95,37.9879,331.126,392.207,25.3109,226.304,150.856,502.618,348.079,347.656,486.273,469.999,213.649,195.234,411.116,303.077,87.366
1.14,381.412,112.127,903.696,528.894,236.822,175.734,370.537,208.396,52.2782,379.638,148.434,68.7577,435.13,121.355,85.7953,386.903,459.316,911.632,475.776,297.356,32.1542,268.917,280.693,28.6895,272.228,338.037,37.9767,331.1,392.18,25.2771,212.784,152.367,504.753,345.646,347.961,485.98,445.607,213.217,187.771,410.903,302.989,87.4552
1.15,373.292,112.344,903.964,503.884,236.068,164.019,338.964,206.438,48.8784,349.184,146.638,65.7142,405.438,119.869,80.2665,380.144,459.306,911.338,475.654,297.139,32.2702,268.885,280.719,28.6691,272.217,338.112,37.9659,331.065,392.132,25.2484,199.65,153.875,506.683,343.23,348.214,485.671,420.751,212.781,179.985,410.7,302.892,87.5394
1.16,365.284,112.533,904.043,478.134,235.363,152.109,307.288,204.537,45.5681,318.611,144.884,62.6613,375.492,118.409,74.7668,373.37,459.285,910.969,475.5,296.905,32.3565,268.852,280.746,28.6397,272.205,338.172,37.9546,331.029,392.069,25.2269,186.923,155.366,508.378,340.825,348.419,485.345,395.454,212.336,171.985,410.509,302.783,87.6164
1.17,357.387,112.698,903.938,451.672,234.665,140.121,275.491,202.77,42.4353,287.865,143.238,59.6607,345.239,117.005,69.324,366.572,459.259,910.528,475.329,296.662,32.425,268.816,280.776,28.6028,272.19,338.219,37.9422,330.997,391.996,25.2143,174.626,156.834,509.812,338.422,348.579,484.998,369.736,211.875,163.88,410.333,302.662,87.6847
1.18,349.592,112.843,903.658,424.523,233.931,128.171,243.552,201.204,39.5753,256.898,141.762,56.7864,314.629,115.687,63.9795,359.746,459.235,910.021,475.156,296.419,32.4889,268.774,280.81,28.5604,272.172,338.254,37.9278,330.975,391.92,25.2113,162.79,158.277,510.953,336.01,348.699,484.63,343.617,211.39,155.78,410.175,302.529,87.7439
1.19,341.887,112.973,903.216,396.713,233.12,116.38,211.458,199.901,37.091,225.675,140.506,54.1276,283.619,114.485,58.7954,352.889,459.217,909.45,474.996,296.185,32.561,268.725,280.85,28.5145,272.15,338.278,37.9104,330.97,391.848,25.2179,151.451,159.702,511.773,333.576,348.786,484.238,317.115,210.874,147.797,410.033,302.383,87.7951
1.2,334.247,113.094,902.627,368.27,232.2,104.866,179.211,198.905,35.092,194.177,139.511,51.7894,252.185,113.422,53.8583,345.999,459.206,908.821,474.861,295.964,32.6533,268.669,280.896,28.4674,272.123,338.294,37.8892,330.984,391.785,25.233,140.644,161.12,512.243,331.102,348.845,483.823,290.248,210.318,140.046,409.902,302.226,87.841
1.21,326.642,113.211,901.905,339.231,231.15,93.7524,146.831,198.247,33.6914,162.415,138.806,49.8904,220.322,112.519,49.2777,339.077,459.202,908.137,474.759,295.763,32.7759,268.607,280.947,28.421,272.092,338.306,37.8633,331.017,391.735,25.2544,130.407,162.546,512.338,328.57,348.885,483.386,263.041,209.721,132.641,409.779,302.061,87.886
1.22,319.033,113.327,901.064,309.647,229.961,83.1607,114.369,197.943,33.0011,130.426,138.405,48.5564,188.058,111.79,45.1811,332.125,459.203,907.401,474.693,295.584,32.9374,268.542,281.003,28.3764,272.056,338.317,37.8321,331.067,391.701,25.2794,120.77,163.992,512.037,325.957,348.911,482.929,235.532,209.083,125.699,409.656,301.892,87.936
1.23,311.378,113.443,900.116,279.589,228.638,73.2107,81.9074,197.994,33.1246,98.286,138.312,47.9119,155.455,111.246,41.704,325.146,459.203,906.617,474.662,295.426,33.1455,268.478,281.062,28.3346,272.016,338.331,37.795,331.128,391.682,25.3044,111.756,165.472,511.327,323.241,348.929,482.454,207.778,208.409,119.328,409.526,301.723,87.9985
1.24,303.633,113.558,899.069,249.159,227.199,64.0147,49.5625,198.392,34.1474,66.1075,138.524,48.0678,122.619,110.896,38.9772,318.141,459.195,905.789,474.662,295.29,33.4073,268.42,281.121,28.2957,271.973,338.351,37.7516,331.196,391.679,25.326,103.374,166.993,510.204,320.396,348.945,481.966,179.861,207.711,113.631,409.381,301.56,88.0819
1.25,295.753,113.666,897.928,218.497,225.674,55.6718,17.4888,199.12,36.1265,34.0436,139.031,49.1083,89.697,110.747,37.1111,311.114,459.171,904.924,474.685,295.173,33.7305,268.373,281.18,28.2598,271.928,338.38,37.7021,331.263,391.69,25.3407,95.615,168.555,508.675,317.396,348.961,481.469,151.898,207.004,108.691,409.213,301.408,88.1955
1.26,287.704,113.76,896.695,187.785,224.106,48.2604,-14.1237,200.154,39.0791,2.28711,139.818,51.0775,56.8876,110.804,36.1808,304.063,459.121,904.027,474.723,295.071,34.1235,268.341,281.236,28.2266,271.881,338.419,37.6466,331.324,391.71,25.3458,88.4478,170.151,506.765,314.215,348.98,480.966,124.042,206.31,104.569,409.014,301.271,88.3488
1.27,279.456,113.827,895.37,157.248,222.547,41.8313,-45.0524,201.468,42.9718,-28.9323,140.867,53.967,24.434,111.073,36.212,296.989,459.035,903.105,474.764,294.983,34.5959,268.327,281.29,28.1958,271.836,338.468,37.5858,331.374,391.738,25.3396,81.8166,171.763,504.511,310.828,349,480.458,96.4844,205.655,101.295,408.775,301.152,88.5514
1.28,270.991,113.854,893.953,127.161,221.056,36.4016,-75.0492,203.028,47.7129,-59.3536,142.158,57.7074,-7.37815,111.558,37.1707,289.888,458.904,902.165,474.799,294.905,35.1585,268.334,281.34,28.1675,271.793,338.527,37.5204,331.413,391.769,25.3211,75.6395,173.367,501.966,307.208,349.02,479.948,69.4526,205.068,98.8623,408.49,301.055,88.812
1.29,262.304,113.827,892.445,97.8321,219.693,31.9511,-103.849,204.801,53.1478,-88.6936,143.664,62.1636,-38.2297,112.261,38.9581,282.755,458.718,901.215,474.82,294.837,35.8233,268.363,281.388,28.1423,271.753,338.593,37.4515,331.44,391.801,25.2905,69.8092,174.931,499.199,303.334,349.036,479.431,43.2013,204.58,97.2227,408.152,300.981,89.1389
1.3,253.397,113.733,890.852,69.6022,218.517,28.422,-131.183,206.745,59.0603,-116.659,145.355,67.1362,-67.7804,113.178,41.4121,275.583,458.471,900.26,474.819,294.779,36.6033,268.414,281.434,28.1215,271.718,338.665,37.3802,331.458,391.831,25.249,64.1962,176.424,496.292,299.183,349.041,478.903,18.0032,204.223,96.2894,407.756,300.931,89.5391
1.31,244.285,113.558,889.186,42.8232,217.581,25.7221,-156.791,208.818,65.1793,-142.96,147.195,72.3695,-95.6853,114.301,44.3153,268.364,458.155,899.305,474.792,294.736,37.512,268.486,281.478,28.1073,271.688,338.739,37.3081,331.47,391.858,25.1987,58.654,177.81,493.333,294.74,349.03,478.36,-5.86595,204.026,95.939,407.297,300.907,90.0191
1.32,234.99,113.294,887.465,17.8411,216.923,23.7329,-180.439,210.972,71.1929,-167.329,149.141,77.5657,-121.615,115.611,47.4096,261.084,457.768,898.354,474.733,294.712,38.5631,268.575,281.523,28.1031,271.665,338.814,37.2366,331.48,391.88,25.1426,53.0275,179.061,490.418,289.993,348.994,477.793,-28.1441,204.012,96.02,406.775,300.909,90.5848
1.33,225.538,112.934,885.717,-5.02687,216.568,22.3191,-201.933,213.155,76.7673,-189.537,151.145,82.4056,-145.274,117.081,50.4165,253.731,457.305,897.408,474.643,294.717,39.7704,268.678,281.57,28.1128,271.647,338.889,37.1675,331.49,391.896,25.0842,47.1623,180.151,487.642,284.937,348.924,477.197,-48.601,204.193,96.3642,406.188,300.939,91.2425
1.34,215.956,112.477,883.98,-25.5147,216.519,21.3425,-221.132,215.316,81.5716,-209.412,153.155,86.5726,-166.426,118.673,53.06,246.289,456.767,896.467,474.521,294.761,41.1479,268.792,281.624,28.1415,271.634,338.963,37.1028,331.504,391.907,25.0282,40.9154,181.066,485.093,279.573,348.811,476.568,-67.0558,204.575,96.8014,405.538,301.002,91.9991
